	<yagoTheme_yagoWordnetIds>	<hasGloss>	"This file is part of the ontology YAGO3. It is licensed under a Creative-Commons Attribution License by the YAGO team at the Max Planck Institute for Informatics/Germany. See http://yago-knowledge.org for all details. This file was generated on 2017-10-11 T 23:50:16.0962. Mappings of the WordNet-based YAGO classes to the ids of WordNet LINK"	
	<wordnet_heave_100105271>	<hasSynsetId>	"100105271"	
	<wordnet_hurl_100105479>	<hasSynsetId>	"100105479"	
	<wordnet_leaner_100105624>	<hasSynsetId>	"100105624"	
	<wordnet_pass_100105820>	<hasSynsetId>	"100105820"	
	<wordnet_pitch_100106104>	<hasSynsetId>	"100106104"	
	<wordnet_pitch_100106272>	<hasSynsetId>	"100106272"	
	<wordnet_ringer_100106726>	<hasSynsetId>	"100106726"	
	<wordnet_shy_100106888>	<hasSynsetId>	"100106888"	
	<wordnet_slinging_100107016>	<hasSynsetId>	"100107016"	
	<wordnet_throw-in_100107137>	<hasSynsetId>	"100107137"	
	<wordnet_balk_100107279>	<hasSynsetId>	"100107279"	
	<wordnet_ball_100107400>	<hasSynsetId>	"100107400"	
	<wordnet_beanball_100107551>	<hasSynsetId>	"100107551"	
	<wordnet_change-up_100107684>	<hasSynsetId>	"100107684"	
	<wordnet_curve_100107875>	<hasSynsetId>	"100107875"	
	<wordnet_duster_100108081>	<hasSynsetId>	"100108081"	
	<wordnet_fastball_100108181>	<hasSynsetId>	"100108181"	
	<wordnet_knuckleball_100108427>	<hasSynsetId>	"100108427"	
	<wordnet_overhand_pitch_100108545>	<hasSynsetId>	"100108545"	
	<wordnet_passed_ball_100108665>	<hasSynsetId>	"100108665"	
	<wordnet_screwball_100108818>	<hasSynsetId>	"100108818"	
	<wordnet_sinker_100108965>	<hasSynsetId>	"100108965"	
	<wordnet_slider_100109081>	<hasSynsetId>	"100109081"	
	<wordnet_spitball_100109227>	<hasSynsetId>	"100109227"	
	<wordnet_strike_100109414>	<hasSynsetId>	"100109414"	
	<wordnet_submarine_ball_100109771>	<hasSynsetId>	"100109771"	
	<wordnet_wild_pitch_100109892>	<hasSynsetId>	"100109892"	
	<wordnet_basketball_shot_100110057>	<hasSynsetId>	"100110057"	
	<wordnet_bank_shot_100110415>	<hasSynsetId>	"100110415"	
	<wordnet_dunk_100110554>	<hasSynsetId>	"100110554"	
	<wordnet_slam_dunk_100110745>	<hasSynsetId>	"100110745"	
	<wordnet_finger-roll_100110834>	<hasSynsetId>	"100110834"	
	<wordnet_foul_shot_100110964>	<hasSynsetId>	"100110964"	
	<wordnet_one-and-one_100111222>	<hasSynsetId>	"100111222"	
	<wordnet_hook_shot_100111358>	<hasSynsetId>	"100111358"	
	<wordnet_jumper_100111503>	<hasSynsetId>	"100111503"	
	<wordnet_lay-up_100111660>	<hasSynsetId>	"100111660"	
	<wordnet_pivot_shot_100111839>	<hasSynsetId>	"100111839"	
	<wordnet_set_shot_100111962>	<hasSynsetId>	"100111962"	
	<wordnet_scoop_shot_100112072>	<hasSynsetId>	"100112072"	
	<wordnet_tip_in_100112185>	<hasSynsetId>	"100112185"	
	<wordnet_push_100112312>	<hasSynsetId>	"100112312"	
	<wordnet_depression_100112674>	<hasSynsetId>	"100112674"	
	<wordnet_click_100112828>	<hasSynsetId>	"100112828"	
	<wordnet_nudge_100112997>	<hasSynsetId>	"100112997"	
	<wordnet_press_100113113>	<hasSynsetId>	"100113113"	
	<wordnet_impression_100113532>	<hasSynsetId>	"100113532"	
	<wordnet_shove_100113726>	<hasSynsetId>	"100113726"	
	<wordnet_bundling_100113954>	<hasSynsetId>	"100113954"	
	<wordnet_jostle_100114095>	<hasSynsetId>	"100114095"	
	<wordnet_elbowing_100114298>	<hasSynsetId>	"100114298"	
	<wordnet_pull_100114431>	<hasSynsetId>	"100114431"	
	<wordnet_drag_100114871>	<hasSynsetId>	"100114871"	
	<wordnet_draw_100115036>	<hasSynsetId>	"100115036"	
	<wordnet_tow_100115292>	<hasSynsetId>	"100115292"	
	<wordnet_tug_100115500>	<hasSynsetId>	"100115500"	
	<wordnet_draft_100115667>	<hasSynsetId>	"100115667"	
	<wordnet_extirpation_100115803>	<hasSynsetId>	"100115803"	
	<wordnet_pluck_100116008>	<hasSynsetId>	"100116008"	
	<wordnet_traction_100116122>	<hasSynsetId>	"100116122"	
	<wordnet_lift_100116376>	<hasSynsetId>	"100116376"	
	<wordnet_expulsion_100116687>	<hasSynsetId>	"100116687"	
	<wordnet_defenestration_100116989>	<hasSynsetId>	"100116989"	
	<wordnet_accommodation_reflex_100117124>	<hasSynsetId>	"100117124"	
	<wordnet_belch_100117578>	<hasSynsetId>	"100117578"	
	<wordnet_belching_100117810>	<hasSynsetId>	"100117810"	
	<wordnet_blink_100117959>	<hasSynsetId>	"100117959"	
	<wordnet_blush_100118268>	<hasSynsetId>	"100118268"	
	<wordnet_coughing_up_100118445>	<hasSynsetId>	"100118445"	
	<wordnet_spit_100118552>	<hasSynsetId>	"100118552"	
	<wordnet_vomit_100118733>	<hasSynsetId>	"100118733"	
	<wordnet_rumination_100119079>	<hasSynsetId>	"100119079"	
	<wordnet_hematemesis_100119210>	<hasSynsetId>	"100119210"	
	<wordnet_hyperemesis_100119297>	<hasSynsetId>	"100119297"	
	<wordnet_hyperemesis_gravidarum_100119402>	<hasSynsetId>	"100119402"	
	<wordnet_jump_100119568>	<hasSynsetId>	"100119568"	
	<wordnet_header_100119893>	<hasSynsetId>	"100119893"	
	<wordnet_hop_100120010>	<hasSynsetId>	"100120010"	
	<wordnet_leap_100120202>	<hasSynsetId>	"100120202"	
	<wordnet_vault_100120515>	<hasSynsetId>	"100120515"	
	<wordnet_jumping_up_and_down_100120647>	<hasSynsetId>	"100120647"	
	<wordnet_lob_100120804>	<hasSynsetId>	"100120804"	
	<wordnet_centering_100120943>	<hasSynsetId>	"100120943"	
	<wordnet_sending_100121166>	<hasSynsetId>	"100121166"	
	<wordnet_transmission_100121366>	<hasSynsetId>	"100121366"	
	<wordnet_forwarding_100121645>	<hasSynsetId>	"100121645"	
	<wordnet_referral_100121904>	<hasSynsetId>	"100121904"	
	<wordnet_remission_100122106>	<hasSynsetId>	"100122106"	
	<wordnet_mailing_100122338>	<hasSynsetId>	"100122338"	
	<wordnet_wheeling_100122530>	<hasSynsetId>	"100122530"	
	<wordnet_shooting_100122661>	<hasSynsetId>	"100122661"	
	<wordnet_shoot_100122954>	<hasSynsetId>	"100122954"	
	<wordnet_countershot_100123143>	<hasSynsetId>	"100123143"	
	<wordnet_discharge_100123234>	<hasSynsetId>	"100123234"	
	<wordnet_gun_100123430>	<hasSynsetId>	"100123430"	
	<wordnet_fire_control_100123652>	<hasSynsetId>	"100123652"	
	<wordnet_gunfire_100123783>	<hasSynsetId>	"100123783"	
	<wordnet_enfilade_100124008>	<hasSynsetId>	"100124008"	
	<wordnet_snipe_100124151>	<hasSynsetId>	"100124151"	
	<wordnet_headshot_100124256>	<hasSynsetId>	"100124256"	
	<wordnet_skeet_100124342>	<hasSynsetId>	"100124342"	
	<wordnet_shellfire_100124536>	<hasSynsetId>	"100124536"	
	<wordnet_gunfight_100124617>	<hasSynsetId>	"100124617"	
	<wordnet_potshot_100124766>	<hasSynsetId>	"100124766"	
	<wordnet_contact_100124880>	<hasSynsetId>	"100124880"	
	<wordnet_rub_100125126>	<hasSynsetId>	"100125126"	
	<wordnet_scuff_100125315>	<hasSynsetId>	"100125315"	
	<wordnet_tap_100125436>	<hasSynsetId>	"100125436"	
	<wordnet_hit_100125629>	<hasSynsetId>	"100125629"	
	<wordnet_contusion_100126100>	<hasSynsetId>	"100126100"	
	<wordnet_crash_100126236>	<hasSynsetId>	"100126236"	
	<wordnet_impingement_100126447>	<hasSynsetId>	"100126447"	
	<wordnet_batting_100126584>	<hasSynsetId>	"100126584"	
	<wordnet_fielding_100126721>	<hasSynsetId>	"100126721"	
	<wordnet_catching_100126886>	<hasSynsetId>	"100126886"	
	<wordnet_golfing_100127021>	<hasSynsetId>	"100127021"	
	<wordnet_pitching_100127151>	<hasSynsetId>	"100127151"	
	<wordnet_base_on_balls_100127286>	<hasSynsetId>	"100127286"	
	<wordnet_best_100127531>	<hasSynsetId>	"100127531"	
	<wordnet_worst_100127672>	<hasSynsetId>	"100127672"	
	<wordnet_fair_ball_100127866>	<hasSynsetId>	"100127866"	
	<wordnet_foul_ball_100128091>	<hasSynsetId>	"100128091"	
	<wordnet_snick_100128324>	<hasSynsetId>	"100128324"	
	<wordnet_bunt_100128477>	<hasSynsetId>	"100128477"	
	<wordnet_fly_100128638>	<hasSynsetId>	"100128638"	
	<wordnet_blast_100128867>	<hasSynsetId>	"100128867"	
	<wordnet_pop_fly_100128976>	<hasSynsetId>	"100128976"	
	<wordnet_grounder_100129089>	<hasSynsetId>	"100129089"	
	<wordnet_chop_100129317>	<hasSynsetId>	"100129317"	
	<wordnet_roller_100129435>	<hasSynsetId>	"100129435"	
	<wordnet_out_100129527>	<hasSynsetId>	"100129527"	
	<wordnet_force_out_100129743>	<hasSynsetId>	"100129743"	
	<wordnet_putout_100130093>	<hasSynsetId>	"100130093"	
	<wordnet_strikeout_100130347>	<hasSynsetId>	"100130347"	
	<wordnet_whiff_100130512>	<hasSynsetId>	"100130512"	
	<wordnet_fielder's_choice_100130673>	<hasSynsetId>	"100130673"	
	<wordnet_sacrifice_100130846>	<hasSynsetId>	"100130846"	
	<wordnet_sacrifice_fly_100130987>	<hasSynsetId>	"100130987"	
	<wordnet_base_hit_100131090>	<hasSynsetId>	"100131090"	
	<wordnet_daisy_cutter_100131347>	<hasSynsetId>	"100131347"	
	<wordnet_header_100131485>	<hasSynsetId>	"100131485"	
	<wordnet_liner_100131608>	<hasSynsetId>	"100131608"	
	<wordnet_scorcher_100131791>	<hasSynsetId>	"100131791"	
	<wordnet_line-drive_single_100131877>	<hasSynsetId>	"100131877"	
	<wordnet_line-drive_double_100131991>	<hasSynsetId>	"100131991"	
	<wordnet_line-drive_triple_100132105>	<hasSynsetId>	"100132105"	
	<wordnet_plunk_100132219>	<hasSynsetId>	"100132219"	
	<wordnet_homer_100132355>	<hasSynsetId>	"100132355"	
	<wordnet_solo_homer_100132497>	<hasSynsetId>	"100132497"	
	<wordnet_single_100132601>	<hasSynsetId>	"100132601"	
	<wordnet_double_100132756>	<hasSynsetId>	"100132756"	
	<wordnet_triple_100132982>	<hasSynsetId>	"100132982"	
	<wordnet_backhander_100133160>	<hasSynsetId>	"100133160"	
	<wordnet_clip_100133234>	<hasSynsetId>	"100133234"	
	<wordnet_knock_100133338>	<hasSynsetId>	"100133338"	
	<wordnet_thwack_100133567>	<hasSynsetId>	"100133567"	
	<wordnet_smack_100133668>	<hasSynsetId>	"100133668"	
	<wordnet_smacker_100133875>	<hasSynsetId>	"100133875"	
	<wordnet_knockdown_100133981>	<hasSynsetId>	"100133981"	
	<wordnet_knockout_100134099>	<hasSynsetId>	"100134099"	
	<wordnet_technical_knockout_100134246>	<hasSynsetId>	"100134246"	
	<wordnet_swat_100134391>	<hasSynsetId>	"100134391"	
	<wordnet_spank_100134472>	<hasSynsetId>	"100134472"	
	<wordnet_whip_100134574>	<hasSynsetId>	"100134574"	
	<wordnet_punch_100134780>	<hasSynsetId>	"100134780"	
	<wordnet_box_100135148>	<hasSynsetId>	"100135148"	
	<wordnet_dig_100135311>	<hasSynsetId>	"100135311"	
	<wordnet_counterpunch_100135504>	<hasSynsetId>	"100135504"	
	<wordnet_haymaker_100135637>	<hasSynsetId>	"100135637"	
	<wordnet_hook_100135799>	<hasSynsetId>	"100135799"	
	<wordnet_jab_100135952>	<hasSynsetId>	"100135952"	
	<wordnet_rabbit_punch_100136048>	<hasSynsetId>	"100136048"	
	<wordnet_sucker_punch_100136152>	<hasSynsetId>	"100136152"	
	<wordnet_roundhouse_100136230>	<hasSynsetId>	"100136230"	
	<wordnet_kick_100136329>	<hasSynsetId>	"100136329"	
	<wordnet_goal-kick_100136691>	<hasSynsetId>	"100136691"	
	<wordnet_goal-kick_100136876>	<hasSynsetId>	"100136876"	
	<wordnet_punt_100136984>	<hasSynsetId>	"100136984"	
	<wordnet_place_kick_100137279>	<hasSynsetId>	"100137279"	
	<wordnet_free_kick_100137534>	<hasSynsetId>	"100137534"	
	<wordnet_corner_kick_100137709>	<hasSynsetId>	"100137709"	
	<wordnet_dropkick_100137877>	<hasSynsetId>	"100137877"	
	<wordnet_kiss_100138078>	<hasSynsetId>	"100138078"	
	<wordnet_kiss_100138221>	<hasSynsetId>	"100138221"	
	<wordnet_laying_on_100138441>	<hasSynsetId>	"100138441"	
	<wordnet_smack_100138599>	<hasSynsetId>	"100138599"	
	<wordnet_smacker_100138734>	<hasSynsetId>	"100138734"	
	<wordnet_soul_kiss_100138799>	<hasSynsetId>	"100138799"	
	<wordnet_catch_100138956>	<hasSynsetId>	"100138956"	
	<wordnet_fair_catch_100139544>	<hasSynsetId>	"100139544"	
	<wordnet_interception_100139758>	<hasSynsetId>	"100139758"	
	<wordnet_reception_100139919>	<hasSynsetId>	"100139919"	
	<wordnet_rebound_100140112>	<hasSynsetId>	"100140112"	
	<wordnet_shoestring_catch_100140264>	<hasSynsetId>	"100140264"	
	<wordnet_mesh_100140393>	<hasSynsetId>	"100140393"	
	<wordnet_handling_100140652>	<hasSynsetId>	"100140652"	
	<wordnet_fingering_100140900>	<hasSynsetId>	"100140900"	
	<wordnet_grope_100141027>	<hasSynsetId>	"100141027"	
	<wordnet_audit_100141176>	<hasSynsetId>	"100141176"	
	<wordnet_autopsy_100141396>	<hasSynsetId>	"100141396"	
	<wordnet_check-in_100141669>	<hasSynsetId>	"100141669"	
	<wordnet_check_100141806>	<hasSynsetId>	"100141806"	
	<wordnet_spot_check_100142140>	<hasSynsetId>	"100142140"	
	<wordnet_checkup_100142361>	<hasSynsetId>	"100142361"	
	<wordnet_comparison_100142665>	<hasSynsetId>	"100142665"	
	<wordnet_fine-tooth_comb_100143057>	<hasSynsetId>	"100143057"	
	<wordnet_follow-up_100143251>	<hasSynsetId>	"100143251"	
	<wordnet_going-over_100143536>	<hasSynsetId>	"100143536"	
	<wordnet_once-over_100143626>	<hasSynsetId>	"100143626"	
	<wordnet_ophthalmoscopy_100143763>	<hasSynsetId>	"100143763"	
	<wordnet_palpation_100143885>	<hasSynsetId>	"100143885"	
	<wordnet_ballottement_100144182>	<hasSynsetId>	"100144182"	
	<wordnet_tickle_100144445>	<hasSynsetId>	"100144445"	
	<wordnet_stroke_100144632>	<hasSynsetId>	"100144632"	
	<wordnet_caress_100144778>	<hasSynsetId>	"100144778"	
	<wordnet_tag_100145024>	<hasSynsetId>	"100145024"	
	<wordnet_joining_100145218>	<hasSynsetId>	"100145218"	
	<wordnet_hit_100145779>	<hasSynsetId>	"100145779"	
	<wordnet_interconnection_100145929>	<hasSynsetId>	"100145929"	
	<wordnet_intersection_100146111>	<hasSynsetId>	"100146111"	
	<wordnet_approximation_100146277>	<hasSynsetId>	"100146277"	
	<wordnet_concatenation_100146443>	<hasSynsetId>	"100146443"	
	<wordnet_convergence_100146572>	<hasSynsetId>	"100146572"	
	<wordnet_merging_100146856>	<hasSynsetId>	"100146856"	
	<wordnet_concourse_100147091>	<hasSynsetId>	"100147091"	
	<wordnet_encounter_100147187>	<hasSynsetId>	"100147187"	
	<wordnet_articulation_100147314>	<hasSynsetId>	"100147314"	
	<wordnet_junction_100147454>	<hasSynsetId>	"100147454"	
	<wordnet_fastening_100147595>	<hasSynsetId>	"100147595"	
	<wordnet_loosening_100147862>	<hasSynsetId>	"100147862"	
	<wordnet_tightening_100148057>	<hasSynsetId>	"100148057"	
	<wordnet_ligation_100148242>	<hasSynsetId>	"100148242"	
	<wordnet_tubal_ligation_100148446>	<hasSynsetId>	"100148446"	
	<wordnet_bonding_100148653>	<hasSynsetId>	"100148653"	
	<wordnet_doweling_100148762>	<hasSynsetId>	"100148762"	
	<wordnet_grounding_100148836>	<hasSynsetId>	"100148836"	
	<wordnet_linkage_100148978>	<hasSynsetId>	"100148978"	
	<wordnet_tying_100149084>	<hasSynsetId>	"100149084"	
	<wordnet_untying_100149262>	<hasSynsetId>	"100149262"	
	<wordnet_welding_100149508>	<hasSynsetId>	"100149508"	
	<wordnet_butt_welding_100149699>	<hasSynsetId>	"100149699"	
	<wordnet_spot_welding_100149895>	<hasSynsetId>	"100149895"	
	<wordnet_flare_100150097>	<hasSynsetId>	"100150097"	
	<wordnet_flash_welding_100150379>	<hasSynsetId>	"100150379"	
	<wordnet_lick_100150591>	<hasSynsetId>	"100150591"	
	<wordnet_grazing_100150762>	<hasSynsetId>	"100150762"	
	<wordnet_tracing_100150932>	<hasSynsetId>	"100150932"	
	<wordnet_detection_100151087>	<hasSynsetId>	"100151087"	
	<wordnet_self-discovery_100151314>	<hasSynsetId>	"100151314"	
	<wordnet_breakthrough_100151409>	<hasSynsetId>	"100151409"	
	<wordnet_determination_100151497>	<hasSynsetId>	"100151497"	
	<wordnet_rediscovery_100151914>	<hasSynsetId>	"100151914"	
	<wordnet_designation_100152018>	<hasSynsetId>	"100152018"	
	<wordnet_fingerprinting_100152338>	<hasSynsetId>	"100152338"	
	<wordnet_genetic_profiling_100152519>	<hasSynsetId>	"100152519"	
	<wordnet_diagnosis_100152727>	<hasSynsetId>	"100152727"	
	<wordnet_blood_typing_100152990>	<hasSynsetId>	"100152990"	
	<wordnet_medical_diagnosis_100153105>	<hasSynsetId>	"100153105"	
	<wordnet_prenatal_diagnosis_100153288>	<hasSynsetId>	"100153288"	
	<wordnet_differential_diagnosis_100153499>	<hasSynsetId>	"100153499"	
	<wordnet_prognosis_100153665>	<hasSynsetId>	"100153665"	
	<wordnet_resolution_100153809>	<hasSynsetId>	"100153809"	
	<wordnet_validation_100153961>	<hasSynsetId>	"100153961"	
	<wordnet_authentication_100154233>	<hasSynsetId>	"100154233"	
	<wordnet_documentation_100154433>	<hasSynsetId>	"100154433"	
	<wordnet_monetization_100154689>	<hasSynsetId>	"100154689"	
	<wordnet_probate_100154894>	<hasSynsetId>	"100154894"	
	<wordnet_demonetization_100155085>	<hasSynsetId>	"100155085"	
	<wordnet_falsification_100155298>	<hasSynsetId>	"100155298"	
	<wordnet_localization_100155487>	<hasSynsetId>	"100155487"	
	<wordnet_echolocation_100155797>	<hasSynsetId>	"100155797"	
	<wordnet_predetermination_100155970>	<hasSynsetId>	"100155970"	
	<wordnet_rectification_100156119>	<hasSynsetId>	"100156119"	
	<wordnet_redetermination_100156293>	<hasSynsetId>	"100156293"	
	<wordnet_trigger_100156390>	<hasSynsetId>	"100156390"	
	<wordnet_fomentation_100156625>	<hasSynsetId>	"100156625"	
	<wordnet_compulsion_100156812>	<hasSynsetId>	"100156812"	
	<wordnet_influence_100157081>	<hasSynsetId>	"100157081"	
	<wordnet_cross-pollination_100157318>	<hasSynsetId>	"100157318"	
	<wordnet_exposure_100157463>	<hasSynsetId>	"100157463"	
	<wordnet_overexposure_100157687>	<hasSynsetId>	"100157687"	
	<wordnet_underexposure_100157877>	<hasSynsetId>	"100157877"	
	<wordnet_impingement_100157957>	<hasSynsetId>	"100157957"	
	<wordnet_manipulation_100158185>	<hasSynsetId>	"100158185"	
	<wordnet_mind_game_100158443>	<hasSynsetId>	"100158443"	
	<wordnet_autosuggestion_100158805>	<hasSynsetId>	"100158805"	
	<wordnet_hypnotism_100158996>	<hasSynsetId>	"100158996"	
	<wordnet_inducement_100159177>	<hasSynsetId>	"100159177"	
	<wordnet_corruption_100159396>	<hasSynsetId>	"100159396"	
	<wordnet_enticement_100159620>	<hasSynsetId>	"100159620"	
	<wordnet_blandishment_100159899>	<hasSynsetId>	"100159899"	
	<wordnet_ingratiation_100160073>	<hasSynsetId>	"100160073"	
	<wordnet_leading_astray_100160297>	<hasSynsetId>	"100160297"	
	<wordnet_seduction_100160415>	<hasSynsetId>	"100160415"	
	<wordnet_seduction_100160532>	<hasSynsetId>	"100160532"	
	<wordnet_sexual_conquest_100160688>	<hasSynsetId>	"100160688"	
	<wordnet_cuckoldry_100160922>	<hasSynsetId>	"100160922"	
	<wordnet_solicitation_100161044>	<hasSynsetId>	"100161044"	
	<wordnet_choice_100161243>	<hasSynsetId>	"100161243"	
	<wordnet_casting_100161603>	<hasSynsetId>	"100161603"	
	<wordnet_coloration_100161739>	<hasSynsetId>	"100161739"	
	<wordnet_sampling_100161888>	<hasSynsetId>	"100161888"	
	<wordnet_random_sampling_100162055>	<hasSynsetId>	"100162055"	
	<wordnet_lucky_dip_100162236>	<hasSynsetId>	"100162236"	
	<wordnet_stratified_sampling_100162417>	<hasSynsetId>	"100162417"	
	<wordnet_decision_100162632>	<hasSynsetId>	"100162632"	
	<wordnet_volition_100163047>	<hasSynsetId>	"100163047"	
	<wordnet_intention_100163233>	<hasSynsetId>	"100163233"	
	<wordnet_about-face_100163406>	<hasSynsetId>	"100163406"	
	<wordnet_adulteration_100163630>	<hasSynsetId>	"100163630"	
	<wordnet_appointment_100163779>	<hasSynsetId>	"100163779"	
	<wordnet_nomination_100164152>	<hasSynsetId>	"100164152"	
	<wordnet_assignment_100164345>	<hasSynsetId>	"100164345"	
	<wordnet_allocation_100164579>	<hasSynsetId>	"100164579"	
	<wordnet_call_100164801>	<hasSynsetId>	"100164801"	
	<wordnet_co-option_100164999>	<hasSynsetId>	"100164999"	
	<wordnet_delegacy_100165178>	<hasSynsetId>	"100165178"	
	<wordnet_ordination_100165298>	<hasSynsetId>	"100165298"	
	<wordnet_recognition_100165563>	<hasSynsetId>	"100165563"	
	<wordnet_laying_on_of_hands_100165793>	<hasSynsetId>	"100165793"	
	<wordnet_move_100165942>	<hasSynsetId>	"100165942"	
	<wordnet_move_100166172>	<hasSynsetId>	"100166172"	
	<wordnet_chess_move_100166355>	<hasSynsetId>	"100166355"	
	<wordnet_castle_100166552>	<hasSynsetId>	"100166552"	
	<wordnet_capture_100166702>	<hasSynsetId>	"100166702"	
	<wordnet_en_passant_100166865>	<hasSynsetId>	"100166865"	
	<wordnet_exchange_100167063>	<hasSynsetId>	"100167063"	
	<wordnet_exchange_100167278>	<hasSynsetId>	"100167278"	
	<wordnet_check_100167446>	<hasSynsetId>	"100167446"	
	<wordnet_discovered_check_100167580>	<hasSynsetId>	"100167580"	
	<wordnet_checkmate_100167764>	<hasSynsetId>	"100167764"	
	<wordnet_gambit_100167950>	<hasSynsetId>	"100167950"	
	<wordnet_demarche_100168121>	<hasSynsetId>	"100168121"	
	<wordnet_maneuver_100168237>	<hasSynsetId>	"100168237"	
	<wordnet_parking_100168505>	<hasSynsetId>	"100168505"	
	<wordnet_move_100168658>	<hasSynsetId>	"100168658"	
	<wordnet_flit_100168911>	<hasSynsetId>	"100168911"	
	<wordnet_downshift_100169047>	<hasSynsetId>	"100169047"	
	<wordnet_downshift_100169147>	<hasSynsetId>	"100169147"	
	<wordnet_bank_100169305>	<hasSynsetId>	"100169305"	
	<wordnet_vertical_bank_100169522>	<hasSynsetId>	"100169522"	
	<wordnet_chandelle_100169651>	<hasSynsetId>	"100169651"	
	<wordnet_loop_100169811>	<hasSynsetId>	"100169811"	
	<wordnet_inside_loop_100170005>	<hasSynsetId>	"100170005"	
	<wordnet_outside_loop_100170172>	<hasSynsetId>	"100170172"	
	<wordnet_roll_100170340>	<hasSynsetId>	"100170340"	
	<wordnet_barrel_roll_100170536>	<hasSynsetId>	"100170536"	
	<wordnet_snap_roll_100170643>	<hasSynsetId>	"100170643"	
	<wordnet_slip_100170710>	<hasSynsetId>	"100170710"	
	<wordnet_flight_maneuver_100170844>	<hasSynsetId>	"100170844"	
	<wordnet_straight-arm_100171050>	<hasSynsetId>	"100171050"	
	<wordnet_device_100171249>	<hasSynsetId>	"100171249"	
	<wordnet_mnemonic_100171507>	<hasSynsetId>	"100171507"	
	<wordnet_trick_100171618>	<hasSynsetId>	"100171618"	
	<wordnet_shtik_100171882>	<hasSynsetId>	"100171882"	
	<wordnet_feint_100172073>	<hasSynsetId>	"100172073"	
	<wordnet_juke_100172217>	<hasSynsetId>	"100172217"	
	<wordnet_footwork_100172347>	<hasSynsetId>	"100172347"	
	<wordnet_ploy_100172490>	<hasSynsetId>	"100172490"	
